,,,
Pokemon ID,Game,Language,Description
76,21,9,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year."
77,21,9,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
78,21,9,"When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
79,21,9,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
80,21,9,"Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down."
81,21,9,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
82,21,9,The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture.
83,21,9,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.
84,21,9,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
85,21,9,"When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
86,21,9,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice."
87,21,9,"Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
88,21,9,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies."
89,21,9,"It’s so stinky! Muk’s body contains toxic elements, and any plant will wilt when it passes by."
90,21,9,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.
91,21,9,It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes.
92,21,9,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
93,21,9,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.
94,21,9,The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.
95,21,9,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels."
96,21,9,It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams.
97,21,9,"Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up."
98,21,9,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.
99,21,9,"The larger pincer has 10,000- horsepower strength. However, it is so heavy, it is difficult to aim."
100,21,9,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on contact.
101,21,9,It is known to drift on winds if it is bloated to bursting with stored electricity.
102,21,9,Its six eggs converse using telepathy. They can quickly gather if they become separated.
103,21,9,"It is called “The Walking Jungle.” If a head grows too big, it falls off and becomes an Exeggcute."
104,21,9,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
105,21,9,"From its birth, this savage Pokémon constantly holds bones. It is skilled in using them as weapons."
106,21,9,Its legs can stretch double. First-time foes are startled by its extensible reach.
107,21,9,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
108,21,9,"Being licked by its long, saliva-covered tongue leaves a tingling sensation. Extending its tongue retracts its tail."
109,21,9,"Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions."
110,21,9,Inhaling toxic fumes from trash and mixing them inside its body lets it spread an even fouler stench.
111,21,9,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
112,21,9,"Standing on its hind legs freed its forelegs and made it smarter. It is very forgetful, however."
113,21,9,A kindly Pokémon that lays highly nutritious eggs and shares them with injured Pokémon or people.
114,21,9,"Many writhing vines cover it, so its true identity remains unknown. The blue vines grow its whole life long."
115,21,9,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
116,21,9,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
117,21,9,Its spines provide protection. Its fins and bones are prized as traditional-medicine ingredients.
118,21,9,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
119,21,9,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
120,21,9,"As long as its red core remains, it can regenerate its body instantly, even if it’s torn apart."
121,21,9,Its core shines in many colors and sends radio signals into space to communicate with something.
122,21,9,It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.
123,21,9,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
124,21,9,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
125,21,9,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
126,21,9,"The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokémon clearly."
127,21,9,It grips prey with its powerful pincers and will not let go until the prey is torn in half.
128,21,9,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
129,21,9,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though."
130,21,9,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
131,21,9,"Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back."
132,21,9,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
133,21,9,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
134,21,9,"Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water."
135,21,9,"By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles."
136,21,9,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F."
137,21,9,A man-made Pokémon created using advanced scientific means. It can move freely in cyberspace.
138,21,9,A Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.
139,21,9,It is thought that this Pokémon became extinct because its spiral shell grew too large.
140,21,9,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
141,21,9,It is thought that this Pokémon came onto land because its prey adapted to life on land.
142,21,9,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.
143,21,9,"When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly."
144,21,9,A legendary bird Pokémon. It can create blizzards by freezing moisture in the air.
145,21,9,A legendary Pokémon that is said to live in thunderclouds. It freely controls lightning bolts.
146,21,9,One of the legendary bird Pokémon. It is said that its appearance indicates the coming of spring.
147,21,9,It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.
148,21,9,"If its body takes on an aura, the weather changes instantly. It is said to live in seas and lakes."
149,21,9,It is said to make its home somewhere in the sea. It guides crews of shipwrecks to shore.
150,21,9,A Pokémon created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.
151,21,9,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
152,21,9,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
153,21,9,The buds that ring its neck give off a spicy aroma that perks people up.
154,21,9,Its breath has the fantastic ability to revive dead plants and flowers.
155,21,9,"It has a timid nature. If it is startled, the flames on its back burn more vigorously."
156,21,9,It intimidates foes with the heat of its flames. The fire burns more strongly when it readies to fight.
157,21,9,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
158,21,9,It has the habit of biting anything with its developed jaws. Even its Trainer needs to be careful.
159,21,9,"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place."
160,21,9,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey."
161,21,9,It has a very nervous nature. It stands up high on its tail so it can scan wide areas.
162,21,9,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.
163,21,9,"It marks time precisely. Some countries consider it to be a wise friend, versed in the world’s ways."
164,21,9,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
165,21,9,"It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent."
166,21,9,"It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger."
167,21,9,It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive.
168,21,9,"It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends."
169,21,9,Having four wings allows it to fly more quickly and quietly so it can sneak up on prey without its noticing.
170,21,9,It discharges positive and negative electricity from its antenna tips to shock its foes.
171,21,9,Lanturn’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”
172,21,9,"The electric sacs in its cheeks are small. If even a little electricity leaks, it becomes shocked."
173,21,9,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
174,21,9,"Its body has a faintly sweet scent and is bouncy and soft. If it bounces even once, it cannot stop."
175,21,9,"It transforms the kindness and joy of others into happiness, which it stores in its shell."
176,21,9,"To share its happiness, it flies around the world seeking kind- hearted people."
177,21,9,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
178,21,9,This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day.
179,21,9,"When cold weather increases static electricity, its wool doubles in size and the tip of its tail glows slightly."
180,21,9,"Not even downy wool will grow on its rubbery, nonconductive patches of skin that prevent electrical shock."
181,21,9,The tip of its tail shines so brightly it can be used to send sea-navigation beacons to distant foreign shores.
182,21,9,"When the heavy rainfall season ends, it is drawn out by warm sunlight to dance in the open."
183,21,9,"The oil-filled tail functions as a buoy, so it’s fine even in rivers with strong currents."
184,21,9,Its long ears are superb sensors. It can distinguish the movements of things in water and tell what they are.
185,21,9,"To avoid being attacked, it does nothing but mimic a tree. It hates water and flees from rain."
186,21,9,It gathers groups of others as their leader. Its cries make Poliwag obey.
187,21,9,"It drifts on winds. It is said that when Hoppip gather in fields and mountains, spring is on the way."
188,21,9,It blooms when the weather warms. It floats in the sky to soak up as much sunlight as possible.
189,21,9,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes."
190,21,9,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
191,21,9,"It suddenly falls out of the sky in the morning. Knowing it’s weak, it simply feeds until it evolves."
192,21,9,"Since it converts sunlight into energy, it is always looking in the direction of the sun."
193,21,9,"By flapping its wings at high speed, it can fly freely through the air. Even sudden stops are no problem."
194,21,9,"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating."
195,21,9,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
196,21,9,"Its fur is so sensitive, it can feel minute shifts in the air and predict the weather...and its foes’ thoughts."
197,21,9,"When exposed to the moon’s aura, the rings on its body glow faintly and it’s filled with a mysterious power."
198,21,9,"If spotted, it will lure an unwary person into chasing it then lose the pursuer on mountain trails."
199,21,9,Being bitten by Shellder gave it intelligence comparable to that of award-winning scientists.
200,21,9,A Pokémon that startles people in the middle of the night. It gathers fear as its energy.
201,21,9,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
202,21,9,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
203,21,9,The head on its tail contains a small brain. It can instinctively fight even while facing backward.
204,21,9,It looks just like a pinecone. Its shell protects it from bird Pokémon that peck it by mistake.
205,21,9,It is encased in a steel shell. Its peering eyes are all that can be seen of its mysterious innards.
206,21,9,"It creates mazes in dark locations. When spotted, it flees into the ground by digging with its tail."
207,21,9,It clamps on to its chosen prey then jabs the stinger on its tail into the prey while it’s stunned with surprise.
208,21,9,The iron it ingested with the soil it swallowed transformed its body and made it harder than diamonds.
209,21,9,"Small Pokémon flee from its scary face. It is, however, considered by women to be cute."
210,21,9,"It is timid in spite of its looks. If it becomes enraged, however, it will strike with its huge fangs."
211,21,9,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
212,21,9,It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.
213,21,9,"The berries stored in its vaselike shell eventually become a thick, pulpy juice."
214,21,9,"No matter how heavy its opponents, it flings them far away with its prized horn."
215,21,9,"A smart and sneaky Pokémon, it makes its opponents flinch by suddenly showing the claws hidden in its paws."
216,21,9,It lets honey soak into its paws so it can lick them all the time. Every set of paws tastes unique.
217,21,9,"In its territory, it leaves scratches on trees that bear delicious berries or fruits."
218,21,9,"Its body is made of magma. If it doesn’t keep moving, its body will cool and harden."
219,21,9,"Its body temperature is roughly 18,000 degrees F. Flames spout from gaps in its hardened shell."
220,21,9,"Rooting the tip of its snout into the ground, it searches for food. Sometimes it even digs up a hot spring."
221,21,9,"With its excellent sense of smell, it’s even able to find mushrooms that are buried under frozen ground."
222,21,9,They prefer unpolluted southern seas. Their coral branches lose their color and deteriorate in dirty water.
223,21,9,The water they shoot from their mouths can hit moving prey from more than 300 feet away.
224,21,9,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.
225,21,9,"It carries food all day long. When someone is lost in the mountains, it shares that food."
226,21,9,"If it builds up enough speed swimming, it can fly over 300 feet out of the water from the surface of the ocean."
227,21,9,"Its heavy-looking iron body is actually thin and light, so it can fly at speeds over 180 mph."
228,21,9,It is smart enough to hunt in packs. It uses a variety of cries for communicating with others.
229,21,9,"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
230,21,9,It lives in caves on the seafloor and creates giant whirlpools every time it moves.
231,21,9,It is strong despite its compact size. It can easily pick up and carry an adult human on its back.
232,21,9,It attacks by curling up then rolling into its foe. It can blow apart a house in one hit.
233,21,9,"It was upgraded to enable the exploration of other planets. However, it failed to measure up."
234,21,9,Staring at its antlers creates an odd sensation as if one were being drawn into their centers.
235,21,9,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks."
236,21,9,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
237,21,9,It fights while spinning like a top. The centrifugal force boosts its destructive power by 10.
238,21,9,"It tests everything by touching with its lips, which remember what it likes and dislikes."
239,21,9,Spinning its arms around to generate electricity makes the area between its horns shine light blue.
240,21,9,"It’s small, but its body temperature is over 1,100 degrees F. Embers escape its mouth and nose when it breathes."
241,21,9,"It is said that kids who drink Miltank’s milk grow up to become hearty, healthy adults."
242,21,9,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.
243,21,9,It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back.
244,21,9,"It is said that when it roars, a volcano erupts somewhere around the globe."
245,21,9,It races around the world to purify fouled water. It dashes away with the north wind.
246,21,9,"Born deep underground, it comes aboveground and becomes a pupa once it has finished eating the surrounding soil."
247,21,9,This pupa flies around wildly by venting with great force the gas pressurized inside its body.
248,21,9,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
249,21,9,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm."
250,21,9,Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness.
251,21,9,"It has the power to travel across time, but it is said to appear only in peaceful times."
252,21,9,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
253,21,9,"It lives in dense jungles. While closing in on its prey, it leaps from branch to branch."
254,21,9,The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat.
255,21,9,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
256,21,9,Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes.
257,21,9,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
258,21,9,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders."
259,21,9,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."
260,21,9,It can swim while towing a large ship. It bashes down foes with a swing of its thick arms.
261,21,9,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
262,21,9,It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.
263,21,9,It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.
264,21,9,"It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails."
265,21,9,"Often targeted by bird Pokémon, it desperately resists by releasing poison from its tail spikes."
266,21,9,It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.
267,21,9,"Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen."
268,21,9,"It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback."
269,21,9,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
270,21,9,It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim.
271,21,9,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
272,21,9,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
273,21,9,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."
274,21,9,The sound of its grass flute makes its listeners uneasy. It lives deep in forests.
275,21,9,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
276,21,9,It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.
277,21,9,"It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."
278,21,9,"It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."
279,21,9,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it."
280,21,9,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
281,21,9,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
282,21,9,"To protect its Trainer, it will expend all its psychic power to create a small black hole."
283,21,9,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
284,21,9,Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.
285,21,9,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
286,21,9,Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.
287,21,9,"If it eats just three leaves in a day, it is satisfied. Other than that, it sleeps for 20 hours a day."
288,21,9,Its heartbeat is fast and its blood so agitated that it can’t sit still for one second.
289,21,9,This Pokémon lives lying on its side. It only rolls over and moves when there is no more grass to eat.
290,21,9,"It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
291,21,9,"Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."
292,21,9,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.
293,21,9,"Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
294,21,9,The shock waves from its cries can tip over trucks. It stamps its feet to power up.
295,21,9,Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.
296,21,9,It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.
297,21,9,It loves to match power with big-bodied Pokémon. It can knock a truck flying with its arm thrusts.
298,21,9,"It swings its large, nutrient-filled tail around to fight opponents bigger than itself."
299,21,9,Its magnetic nose always faces north and draws iron objects to its body to protect itself better.
300,21,9,It shows its cute side by chasing its own tail until it gets dizzy.
301,21,9,"The reason it does not have a nest is that it simply searches for a clean, comfortable place then sleeps there."
302,21,9,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
303,21,9,Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.
304,21,9,"In order to build up its steel body, it eats iron ore. This pesky Pokémon is known to eat railroad tracks."
305,21,9,"Lairon fight over territory, and when their steel bodies collide, sparks fly."
306,21,9,"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
307,21,9,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
308,21,9,It gains the ability to see the aura of its opponents by honing its mind through starvation.
309,21,9,"Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed."
310,21,9,It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.
311,21,9,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
312,21,9,"It cheers on friends. If its friends are losing, its body lets off more and more sparks."
313,21,9,It communicates with others by lighting up its rear at night. It loves Illumise’s sweet aroma.
314,21,9,"With its sweet aroma, it guides Volbeat to draw signs with light in the night sky."
315,21,9,"It uses the different poisons in each hand separately when it attacks. The stronger its aroma, the healthier it is."
316,21,9,Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.
317,21,9,It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.
318,21,9,They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.
319,21,9,Its fangs rip through sheet iron. It swims at 75 mph and is known as “The Bully of the Sea.”
320,21,9,It eats one ton of food every day. It plays by shooting stored seawater out its blowholes with great force.
321,21,9,It can sometimes knock out opponents with the shock created by breaching and crashing its big body onto the water.
322,21,9,"The magma in its body reaches 2,200 degrees F. Its hump gets smaller when it uses Fire-type moves."
323,21,9,The volcanoes on its back have a major eruption every 10 years--or whenever it becomes really angry.
324,21,9,It burns coal inside its shell for energy. It blows out black soot if it is endangered.
325,21,9,"Using its tail like a spring, it keeps its heart beating by bouncing constantly. If it stops, it dies."
326,21,9,It uses black pearls to amplify its psychic power. It does a strange dance to control foes’ minds.
327,21,9,No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.
328,21,9,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.
329,21,9,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.
330,21,9,"Known as “The Desert Spirit,” this Pokémon hides in the sandstorms it causes by beating its wings."
331,21,9,"By storing water in its body, this desert dweller can survive for 30 days without water."
332,21,9,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat."
333,21,9,"For some reason, it likes to land on people’s heads softly and act like it’s a hat."
334,21,9,"On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano."
335,21,9,"It’s Seviper’s archrival. To threaten those it encounters, it fans out the claws on its front paws."
336,21,9,Constant polishing makes the edge of the blade on its tail extremely sharp. It’s Zangoose’s archrival.
337,21,9,The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.
338,21,9,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines."
339,21,9,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud."
340,21,9,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors."
341,21,9,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive."
342,21,9,"Loving to battle, this Pokémon pinches all Pokémon that enter its territory with its pincers and throws them out."
343,21,9,"Discovered in ancient ruins, it moves by spinning around and forms a group when it finds others."
344,21,9,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago."
345,21,9,It lived on the seafloor 100 million years ago and was reanimated scientifically.
346,21,9,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches."
347,21,9,A Pokémon ancestor that was reanimated from a fossil. It lived in the sea and hunted with claws.
348,21,9,It went ashore after evolving. Its entire body is clad in a sturdy armor.
349,21,9,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water."
350,21,9,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.
351,21,9,"Temperature and weather affect its cellular structure, so this Pokémon changes form according to the weather."
352,21,9,"It can freely change its body’s color. The zigzag pattern on its belly doesn’t change, however."
353,21,9,"It feeds on the dark emotions of sadness and hatred, which make it grow steadily stronger."
354,21,9,A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.
355,21,9,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
356,21,9,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.
357,21,9,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children."
358,21,9,Its cries echo inside its hollow body to emerge as beautiful notes for startling and repelling foes.
359,21,9,It appears from deep in the mountains to warn people about upcoming disasters it has sensed with its horn.
360,21,9,It grows strong by pushing up against others en masse. It loves eating sweet fruit.
361,21,9,It is said that several Snorunt gather under giant leaves and live together in harmony.
362,21,9,It prevents prey from escaping by instantaneously freezing moisture in the air.
363,21,9,"They can’t swim well yet, and they move much faster by rolling. When they’re happy, they clap fins."
364,21,9,"Be it Spheal or Poké Ball, it will spin any round object on its nose with the greatest of ease."
365,21,9,"Not only does its thick blubber keep it warm, it also protects it from attacks. It shatters ice with its prized tusks."
366,21,9,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
367,21,9,"It lives deep in the sea. With a tail shaped like a small fish, it attracts unsuspecting prey."
368,21,9,"It lives at the bottom of the sea. In the springtime, its pink body turns more vivid for some reason."
369,21,9,A rare Pokémon discovered during a deep-sea exploration. It has not changed in over 100 million years.
370,21,9,It lives in warm seas. It is said that a couple finding this Pokémon will be blessed with eternal love.
371,21,9,"Dreaming of one day flying, it practices by leaping off cliffs every day."
372,21,9,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
373,21,9,"As a result of its long-held dream of flying, its cellular structure changed, and wings grew out."
374,21,9,"Its cells are all magnetic, and it communicates with others by using magnetic pulses."
375,21,9,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
376,21,9,"With four linked brains, it’s more intelligent than a supercomputer, and it uses calculations to analyze foes."
377,21,9,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
378,21,9,Its body is made of ice from the ice age. It controls frigid air of -328 degrees Fahrenheit.
379,21,9,"Tempered by pressure underground over tens of thousands of years, its body cannot be scratched."
380,21,9,Its body is covered with a down that can refract light in such a way that it becomes invisible.
381,21,9,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes."
382,21,9,It is said to have widened the seas by causing downpours. It had been asleep in a marine trench.
383,21,9,It had been asleep in underground magma ever since it fiercely fought Kyogre long ago.
384,21,9,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
385,21,9,It is said to have the ability to grant any wish for just one week every thousand years.
386,21,9,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.
387,21,9,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
388,21,9,It knows where pure water wells up. It carries fellow Pokémon there on its back.
389,21,9,Some Pokémon are born on a Torterra’s back and spend their entire life there.
390,21,9,"It is very agile. Before going to sleep, it extinguishes the flame on its tail to prevent fires."
391,21,9,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.
392,21,9,It uses unique fighting moves with fire on its hands and feet. It will take on any opponent.
393,21,9,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
394,21,9,"Because every Prinplup considers itself to be the most important, they can never form a group."
395,21,9,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
396,21,9,"Because they are weak individually, they form groups. However, they bicker if the group grows too big."
397,21,9,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily."
398,21,9,It never stops attacking even if it is injured. It fusses over the shape of its comb.
399,21,9,A comparison revealed that Bidoof’s front teeth grow at the same rate as Rattata’s.
400,21,9,"A river dammed by Bibarel will never overflow its banks, which is appreciated by people nearby."
401,21,9,"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound."
402,21,9,There is a village that hosts a contest based on the amazingly variable cries of this Pokémon.
403,21,9,The extension and contraction of its muscles generates electricity. It glows when in trouble.
404,21,9,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
405,21,9,It can see clearly through walls to track down its prey and seek its lost young.
406,21,9,"Sensitive to changing temperatures, the bud blooms when it’s warm, releasing toxic pollen."
407,21,9,"Luring prey with a sweet scent, it uses poison whips on its arms to poison, bind, and finish off the prey."
408,21,9,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with head butts."
409,21,9,"If two were to smash their heads together, their foot-thick skulls would keep them from fainting."
410,21,9,"It is outstandingly armored. As a result, it can eat grass and berries without having to fight."
411,21,9,"When they lined up side by side, no foe could break through. They shielded their young in that way."
412,21,9,"Even if it is born where there are no cocooning materials, it somehow always ends up with a cloak."
413,21,9,"When evolving, its body takes in surrounding materials. As a result, there are many body variations."
414,21,9,"While it loves floral honey, it won’t gather any itself. Instead, it plots to steal some from Combee."
415,21,9,"This Pokémon is a set of three. When they sleep, they gather up and form a giant hive of 100 Combee."
416,21,9,It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.
417,21,9,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
418,21,9,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
419,21,9,It is a common sight around fishing ports. It is known to rescue people and carry off prey.
420,21,9,"The small ball is not only filled with nutrients, it is also tasty. Starly try to peck it off."
421,21,9,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body."
422,21,9,"Beware of pushing strongly on its squishy body, as it makes a mysterious purple fluid ooze out."
423,21,9,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
424,21,9,"Split into two, the tails are so adept at handling and doing things, Ambipom rarely uses its hands."
