DexId,Name,Types,Weaknesses,Resistances,Immunities,Locations,Species,EggGroups
200,Misdreavus,ghost,"dark,ghost","bug,poison","fighting,normal","eterna-forest-area (pearl),lost-tower-1f (pearl),lost-tower-2f (pearl),lost-tower-3f (pearl),lost-tower-4f (pearl),lost-tower-5f (pearl),mt-silver-2f (gold, silver, crystal, heartgold, soulsilver),mt-silver-1f-top (heartgold, soulsilver),mt-silver-4f (heartgold, soulsilver),johto-route-47-inside-cave (heartgold, soulsilver),mt-silver-3f (heartgold, soulsilver),mt-silver-top (heartgold, soulsilver),lost-cave-room-1 (leafgreen),lost-cave-room-2 (leafgreen),lost-cave-room-3 (leafgreen),lost-cave-room-4 (leafgreen),lost-cave-room-5 (leafgreen),lost-cave-room-6 (leafgreen),lost-cave-room-7 (leafgreen),lost-cave-room-8 (leafgreen),lost-cave-room-9 (leafgreen),lost-cave-room-10 (leafgreen),lost-cave-item-rooms (leafgreen),abundant-shrine-area (white)",misdreavus,indeterminate
196,Espeon,psychic,"bug,dark,ghost","fighting,psychic",none,,espeon,ground
201,Unown,psychic,"bug,dark,ghost","fighting,psychic",none,"solaceon-ruins-2f (diamond, pearl, platinum),solaceon-ruins-1f (diamond, pearl, platinum),solaceon-ruins-b1f-a (diamond, pearl, platinum),solaceon-ruins-b1f-b (diamond, pearl, platinum),solaceon-ruins-b1f-c (diamond, pearl, platinum),solaceon-ruins-b2f-a (diamond, pearl, platinum),solaceon-ruins-b2f-b (diamond, pearl, platinum),solaceon-ruins-b2f-c (diamond, pearl, platinum),solaceon-ruins-b3f-a (diamond, pearl, platinum),solaceon-ruins-b3f-b (diamond, pearl, platinum),solaceon-ruins-b3f-c (diamond, pearl, platinum),solaceon-ruins-b3f-d (diamond, pearl, platinum),solaceon-ruins-b3f-e (diamond, pearl, platinum),solaceon-ruins-b4f-a (diamond, pearl, platinum),solaceon-ruins-b4f-b (diamond, pearl, platinum),solaceon-ruins-b4f-c (diamond, pearl, platinum),solaceon-ruins-b4f-d (diamond, pearl, platinum),solaceon-ruins-b5f (diamond, pearl, platinum),ruins-of-alph-interior-a (gold, silver, crystal, heartgold, soulsilver),ruins-of-alph-interior-b (gold, silver, crystal, heartgold, soulsilver),ruins-of-alph-interior-c (gold, silver, crystal, heartgold, soulsilver),ruins-of-alph-interior-d (gold, silver, crystal, heartgold, soulsilver),monean-chamber-area (firered, leafgreen),liptoo-chamber-area (firered, leafgreen),weepth-chamber-area (firered, leafgreen),dilford-chamber-area (firered, leafgreen),scufib-chamber-area (firered, leafgreen),rixy-chamber-area (firered, leafgreen),viapos-chamber-area (firered, leafgreen)",unown,no-eggs
205,Forretress,"bug,steel","fire,fire,ground","bug,dragon,fairy,grass,grass,ground,ice,normal,psychic,steel",poison,,forretress,bug
208,Steelix,"steel,ground","fighting,fire,ground,water","bug,dragon,fairy,flying,normal,psychic,rock,rock,steel","electric,poison","sinnoh-victory-road-1f (diamond, pearl, platinum),sinnoh-victory-road-2f (diamond, pearl, platinum),sinnoh-victory-road-b1f (diamond, pearl, platinum),sinnoh-victory-road-inside-b1f (diamond, pearl),sinnoh-victory-road-inside (diamond, pearl, platinum),sinnoh-victory-road-inside-exit (diamond, pearl, platinum),snowpoint-temple-1f (diamond, pearl),snowpoint-temple-b1f (diamond, pearl),snowpoint-temple-b2f (diamond, pearl),snowpoint-temple-b3f (diamond, pearl),snowpoint-temple-b4f (diamond, pearl),snowpoint-temple-b5f (diamond, pearl),iron-island-b2f-right (platinum),iron-island-b2f-left (diamond, pearl, platinum),iron-island-b3f (diamond, pearl, platinum),mt-silver-2f (heartgold, soulsilver),johto-route-47-inside-cave (heartgold, soulsilver),twist-mountain-area (black-2, white-2),clay-tunnel-area (black-2, white-2),underground-ruins-area (black-2, white-2),rocky-mountain-room-area (black-2, white-2),glacier-room-area (black-2, white-2),iron-room-area (black-2, white-2)",steelix,mineral
211,Qwilfish,"water,poison","electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",none,"iron-island-area (diamond, pearl, platinum),johto-route-32-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-12-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-13-area (gold, silver, crystal, heartgold, soulsilver),resort-gorgeous-area (firered),water-labyrinth-area (firered),five-isle-meadow-area (firered),memorial-pillar-area (firered),outcast-island-area (firered),green-path-area (firered),water-path-area (firered),trainer-tower-area (firered),tanoby-ruins-area (firered),p2-laboratory-area (black, white, black-2, white-2),unova-route-4-area (black-2, white-2),unova-route-18-area (black, white),unova-route-17-area (black, white),virbank-city-area (black-2, white-2),virbank-complex-outer (black-2, white-2),kalos-route-8-area (x, y)",qwilfish,water2
204,Pineco,bug,"fire,flying,rock","fighting,grass,ground",none,"eterna-forest-area (diamond, pearl, platinum),sinnoh-route-203-area (diamond, pearl, platinum),sinnoh-route-204-south-towards-jubilife-city (diamond, pearl, platinum),sinnoh-route-204-north-towards-floaroma-town (diamond, pearl, platinum),sinnoh-route-210-south-towards-solaceon-town (diamond, pearl, platinum),sinnoh-route-229-area (diamond, pearl, platinum),johto-route-29-area (crystal),johto-route-30-area (crystal),johto-route-31-area (crystal),johto-route-32-area (crystal),ilex-forest-area (gold, silver, crystal),johto-route-34-area (gold, silver, crystal),johto-route-35-area (gold, silver, crystal),johto-route-36-area (gold, silver, crystal),johto-route-37-area (gold, silver, crystal),johto-route-38-area (gold, silver, crystal),johto-route-39-area (gold, silver, crystal),johto-route-43-area (crystal),lake-of-rage-area (gold, silver, crystal),kanto-route-26-area (gold, silver, crystal),kanto-route-27-area (gold, silver, crystal),hoenn-safari-zone-expansion-north (emerald),hoenn-altering-cave-c (emerald),kanto-altering-cave-c (firered, leafgreen),azalea-town-area (gold, silver)",pineco,bug
207,Gligar,"ground,flying","ice,ice,water","bug,fighting,poison","electric,ground","stark-mountain-area (diamond, pearl),sinnoh-route-206-area (diamond, pearl, platinum),sinnoh-route-207-area (diamond, pearl),sinnoh-route-214-area (diamond, pearl),sinnoh-route-215-area (diamond, pearl),sinnoh-route-227-area (diamond, pearl),johto-route-45-area (gold, crystal, heartgold),hoenn-safari-zone-expansion-south (emerald),unova-route-11-area (black, white, black-2, white-2),unova-route-15-area (black, white, black-2, white-2),unova-route-23-area (black-2, white-2)",gligar,bug
206,Dunsparce,normal,fighting,none,ghost,"sinnoh-route-208-area (diamond, pearl, platinum),dark-cave-violet-city-entrance (gold, silver, crystal, heartgold, soulsilver),three-isle-port-area (firered, leafgreen),dreamyard-area (black-2, white-2),village-bridge-area (black-2, white-2),unova-route-1-area (black-2, white-2),unova-route-2-area (black-2, white-2),unova-route-6-area (black-2, white-2),unova-route-12-area (black, white, black-2, white-2),unova-route-18-area (black-2, white-2),unova-victory-road-2-unknown-area-72 (black-2, white-2),unova-victory-road-2-unknown-area-73 (black-2, white-2),unova-victory-road-2-unknown-area-79 (black-2, white-2),floccesy-ranch-inner (black-2, white-2),nature-sanctuary-area (black-2, white-2),unova-route-20-area (black-2, white-2),kalos-route-3-area (x, y),kalos-route-22-area (x, y)",dunsparce,ground
216,Teddiursa,normal,fighting,none,ghost,"lake-acuity-area (platinum),acuity-lakefront-area (diamond, pearl),sinnoh-route-211-west-towards-eterna-city (diamond, pearl, platinum),sinnoh-route-211-east-towards-celestic-town (diamond, pearl),johto-route-45-area (gold, soulsilver),dark-cave-violet-city-entrance (crystal),dark-cave-blackthorn-city-entrance (crystal),mt-silver-1f-top (soulsilver),mt-silver-1f (soulsilver),mt-silver-mountainside (soulsilver),mt-silver-3f (soulsilver),hoenn-safari-zone-expansion-north (emerald),hoenn-altering-cave-e (emerald),kanto-altering-cave-e (firered, leafgreen)",teddiursa,ground
213,Shuckle,"bug,rock","fire,grass,rock,steel,water","fire,grass,normal,poison",none,"sinnoh-route-224-area (diamond, pearl, platinum),johto-sea-route-40-area (gold, silver, crystal),cianwood-city-area (gold, silver, crystal, heartgold, soulsilver),dark-cave-violet-city-entrance (gold, silver, crystal),vermilion-city-area (heartgold, soulsilver),hoenn-safari-zone-expansion-north (emerald),hoenn-altering-cave-g (emerald),kanto-altering-cave-g (firered, leafgreen),unova-route-14-area (black, white),seaside-cave-b1f (black-2, white-2),kalos-route-18-area (x, y),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-324 (x, y),terminus-cave-unknown-area-343 (x, y),terminus-cave-unknown-area-344 (x, y),terminus-cave-unknown-area-345 (x, y),cianwood-city-manias-house (gold, silver, crystal),cianwood-city-kirks-house (heartgold, soulsilver)",shuckle,bug
212,Scizor,"bug,steel","fire,fire,ground","bug,dragon,fairy,grass,grass,ground,ice,normal,psychic,steel",poison,,scizor,bug
209,Snubbull,fairy,"poison,steel","bug,dark,fighting",dragon,"sinnoh-route-209-area (diamond, pearl, platinum),johto-route-34-area (crystal),johto-route-35-area (crystal),johto-route-38-area (gold, silver, heartgold, soulsilver),kanto-route-5-area (crystal),kanto-route-6-area (crystal),kanto-route-7-area (crystal),kanto-route-8-area (crystal),hoenn-safari-zone-expansion-south (emerald),kalos-route-10-area (x, y)",snubbull,"ground,fairy"
210,Granbull,fairy,"poison,steel","bug,dark,fighting",dragon,kanto-route-6-area (crystal),granbull,"ground,fairy"
220,Swinub,"ice,ground","fighting,fire,grass,rock,steel,water","poison,rock",electric,"acuity-lakefront-area (platinum),sinnoh-route-217-area (diamond, pearl, platinum),ice-path-1f (gold, silver, crystal, heartgold, soulsilver),ice-path-b1f (gold, silver, crystal, heartgold, soulsilver),ice-path-b2f (gold, silver, crystal, heartgold, soulsilver),ice-path-b3f (gold, silver, crystal, heartgold, soulsilver),icefall-cave-1f (firered, leafgreen),icefall-cave-b1f (firered, leafgreen)",swinub,ground
219,Magcargo,"fire,rock","fighting,ground,ground,rock,water,water","bug,fairy,fire,fire,flying,ice,normal,poison",none,"stark-mountain-entrance (diamond, pearl, platinum),stark-mountain-inside (diamond, pearl, platinum),mt-ember-b3f (firered, leafgreen)",magcargo,indeterminate
218,Slugma,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"stark-mountain-entrance (diamond, pearl, platinum),stark-mountain-inside (diamond, pearl, platinum),kanto-route-16-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-17-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-18-area (gold, silver, crystal, heartgold, soulsilver),fiery-path-area (ruby, sapphire, emerald),hoenn-route-113-area (emerald),mt-ember-b1f (firered, leafgreen),mt-ember-b2f (firered, leafgreen),mt-ember-b3f (firered, leafgreen),kalos-route-13-area (x, y),violet-city-pokemon-center (heartgold, soulsilver)",slugma,indeterminate
215,Sneasel,"dark,ice","bug,fairy,fighting,fighting,fire,rock,steel","dark,ghost,ice",psychic,"snowpoint-temple-1f (diamond, pearl, platinum),snowpoint-temple-b1f (diamond, pearl, platinum),snowpoint-temple-b2f (diamond, pearl, platinum),snowpoint-temple-b3f (diamond, pearl, platinum),snowpoint-temple-b4f (diamond, pearl, platinum),snowpoint-temple-b5f (diamond, pearl, platinum),lake-acuity-area (diamond, pearl, platinum),acuity-lakefront-area (diamond, pearl, platinum),sinnoh-route-216-area (diamond, pearl, platinum),sinnoh-route-217-area (diamond, pearl, platinum),ice-path-b1f (crystal),ice-path-b2f (crystal),ice-path-b3f (crystal),mt-silver-1f-top (heartgold, soulsilver),mt-silver-4f (heartgold, soulsilver),mt-silver-outside (gold, silver, heartgold, soulsilver),mt-silver-top (heartgold, soulsilver),kanto-route-28-area (gold, silver, heartgold, soulsilver),icefall-cave-1f (leafgreen),icefall-cave-b1f (leafgreen),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest-cave (black, white),kalos-route-17-area (x, y)",sneasel,ground
214,Heracross,"bug,fighting","fairy,fire,flying,flying,psychic","bug,dark,fighting,grass,ground",none,"johto-route-29-area (gold, silver),johto-route-30-area (gold, silver),johto-route-31-area (gold, silver),johto-route-32-area (gold, silver),johto-route-33-area (gold, silver, crystal),johto-route-42-area (gold, silver, crystal),johto-route-43-area (gold, silver),johto-route-44-area (gold, silver, crystal),johto-route-45-area (gold, silver, crystal),johto-route-46-area (gold, silver, crystal),hoenn-safari-zone-neacro-bike-area (ruby, sapphire, emerald),pattern-bush-area (firered, leafgreen),unova-route-12-area (black, white, black-2),lostlorn-forest-area (black-2),kalos-route-12-area (y),azalea-town-area (crystal)",heracross,bug
221,Piloswine,"ice,ground","fighting,fire,grass,rock,steel,water","poison,rock",electric,"sinnoh-route-217-area (platinum),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest (black, white, black-2, white-2),giant-chasm-forest-cave (black, white, black-2, white-2),frost-cavern-unknown-area-314 (x, y),frost-cavern-unknown-area-315 (x, y),frost-cavern-unknown-area-316 (x, y),frost-cavern-unknown-area-317 (x, y)",piloswine,ground
217,Ursaring,normal,fighting,none,ghost,"lake-acuity-area (diamond, pearl),acuity-lakefront-area (platinum),sinnoh-route-216-area (diamond, pearl, platinum),sinnoh-route-217-area (diamond, pearl, platinum),dark-cave-blackthorn-city-entrance (crystal),mt-silver-2f (gold, crystal, soulsilver),mt-silver-1f-top (soulsilver),mt-silver-4f (soulsilver),mt-silver-outside (gold, soulsilver),mt-silver-1f (gold, crystal, soulsilver),mt-silver-mountainside (soulsilver),mt-silver-3f (soulsilver),mt-silver-top (gold, crystal, soulsilver),kanto-route-28-area (gold, soulsilver),kanto-victory-road-1-1f (gold, soulsilver),kanto-victory-road-1-2f (gold, soulsilver),kanto-victory-road-1-3f (gold, soulsilver),kalos-route-21-area (x, y)",ursaring,ground
224,Octillery,water,"electric,grass","fire,ice,steel,water",none,"pastoria-city-area (diamond, pearl, platinum),sunyshore-city-area (diamond, pearl, platinum),sinnoh-pokemon-league-area (diamond, pearl, platinum),sinnoh-route-212-east-towards-pastoria-city (platinum),sinnoh-route-213-area (diamond, pearl, platinum),sinnoh-route-222-area (diamond, pearl, platinum),sinnoh-route-224-area (diamond, pearl, platinum),sinnoh-sea-route-223-area (diamond, pearl, platinum),sinnoh-sea-route-230-area (diamond, pearl, platinum),hoenn-safari-zone-expansion-south (emerald),undella-bay-area (black, white, black-2, white-2),undella-town-area (black, white),unova-route-21-area (black-2, white-2),shalour-city-area (x, y),kalos-route-12-area (x, y),azure-bay-area (x, y)",octillery,"water1,water2"
223,Remoraid,water,"electric,grass","fire,ice,steel,water",none,"pastoria-city-area (diamond, pearl, platinum),sunyshore-city-area (diamond, pearl, platinum),sinnoh-pokemon-league-area (diamond, pearl, platinum),sinnoh-route-212-east-towards-pastoria-city (platinum),sinnoh-route-213-area (diamond, pearl, platinum),sinnoh-route-222-area (diamond, pearl, platinum),sinnoh-route-224-area (diamond, pearl, platinum),sinnoh-sea-route-223-area (diamond, pearl, platinum),sinnoh-sea-route-230-area (diamond, pearl, platinum),johto-route-44-area (gold, silver, heartgold, soulsilver),hoenn-safari-zone-expansion-south (emerald),resort-gorgeous-area (leafgreen),water-labyrinth-area (leafgreen),five-isle-meadow-area (leafgreen),memorial-pillar-area (leafgreen),outcast-island-area (leafgreen),green-path-area (leafgreen),water-path-area (leafgreen),trainer-tower-area (leafgreen),tanoby-ruins-area (leafgreen),undella-bay-area (black, white, black-2, white-2),undella-town-area (black, white),unova-route-21-area (black-2, white-2),shalour-city-area (x, y),kalos-route-12-area (x, y),azure-bay-area (x, y)",remoraid,"water1,water2"
222,Corsola,"water,rock","electric,fighting,grass,grass,ground,water","fire,fire,flying,ice,normal,poison,water",none,"sinnoh-sea-route-230-area (diamond, pearl, platinum),cherrygrove-city-area (gold, silver, crystal, heartgold, soulsilver),union-cave-b2f (gold, silver, crystal, heartgold, soulsilver),johto-route-34-area (gold, silver, crystal, heartgold, soulsilver),olivine-city-area (gold, silver, crystal, heartgold, soulsilver),johto-sea-route-40-area (gold, silver, crystal, heartgold, soulsilver),cianwood-city-area (gold, silver, crystal, heartgold, soulsilver),kanto-sea-route-19-area (gold, silver, crystal, heartgold, soulsilver),ever-grande-city-area (ruby, sapphire, emerald),hoenn-route-128-area (ruby, sapphire, emerald),unova-route-13-area (black, white),unova-route-18-area (black-2, white-2),undella-town-area (black, white),humilau-city-area (black-2, white-2),kalos-route-12-area (x, y)",corsola,"water1,water3"
226,Mantine,"water,flying","electric,electric,ice,rock","bug,fighting,fire,ice,steel,water",ground,"johto-sea-route-41-area (gold, crystal, heartgold),trainer-tower-area (leafgreen),tanoby-ruins-area (leafgreen),undella-bay-area (black, white, black-2, white-2),undella-town-area (black, white),unova-route-21-area (black-2, white-2)",mantine,water1
228,Houndour,"dark,fire","fairy,fighting,ground,rock,water","dark,fairy,fire,ghost,grass,ice,steel",psychic,"valor-lakefront-area (platinum),sinnoh-route-214-area (platinum),kanto-route-7-area (gold, silver, crystal, heartgold, soulsilver),hoenn-safari-zone-expansion-north (emerald),hoenn-altering-cave-d (emerald),kanto-altering-cave-d (firered, leafgreen),kalos-route-10-area (x)",houndour,ground
231,Phanpy,ground,"grass,ice,water","poison,rock",electric,"sinnoh-route-207-area (diamond, pearl, platinum),johto-route-45-area (silver, crystal, heartgold),johto-route-46-area (crystal),mt-silver-1f-top (heartgold),mt-silver-1f (heartgold),mt-silver-mountainside (heartgold),mt-silver-3f (heartgold),hoenn-safari-zone-neacro-bike-area (ruby, sapphire, emerald),canyon-entrance-area (firered, leafgreen),sevault-canyon-area (firered, leafgreen)",phanpy,ground
232,Donphan,ground,"grass,ice,water","poison,rock",electric,"johto-route-45-area (crystal),mt-silver-2f (silver, heartgold),mt-silver-1f-top (heartgold),mt-silver-4f (heartgold),mt-silver-outside (silver, heartgold),mt-silver-1f (silver, heartgold),mt-silver-mountainside (heartgold),mt-silver-3f (heartgold),mt-silver-top (silver, heartgold),kanto-route-28-area (silver, heartgold),kanto-victory-road-1-1f (silver, heartgold),kanto-victory-road-1-2f (silver, heartgold),kanto-victory-road-1-3f (silver, heartgold)",donphan,ground
229,Houndoom,"dark,fire","fairy,fighting,ground,rock,water","dark,fairy,fire,ghost,grass,ice,steel",psychic,"sinnoh-route-214-area (pearl),sinnoh-route-215-area (pearl)",houndoom,ground
225,Delibird,"ice,flying","electric,fire,rock,rock,steel","bug,grass",ground,"sinnoh-route-216-area (diamond, pearl),sinnoh-route-217-area (platinum),ice-path-1f (silver, crystal, soulsilver),ice-path-b1f (silver, crystal, soulsilver),ice-path-b2f (silver, crystal, soulsilver),ice-path-b3f (silver, crystal, soulsilver),icefall-cave-1f (firered),icefall-cave-b1f (firered),giant-chasm-outside (black-2, white-2),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest (black-2, white-2),giant-chasm-forest-cave (black, white, black-2, white-2),unova-route-22-area (black-2, white-2),kalos-route-17-area (x, y)",delibird,"water1,ground"
233,Porygon2,normal,fighting,none,ghost,,porygon2,mineral
230,Kingdra,"water,dragon","dragon,fairy,ice","fire,fire,ice,steel,water,water",none,"p2-laboratory-area (black, white, black-2, white-2),unova-route-18-area (black, white, black-2, white-2),unova-route-17-area (black, white, black-2, white-2)",kingdra,"water1,dragon"
227,Skarmory,"steel,flying","electric,fire,rock","bug,bug,dragon,fairy,flying,grass,grass,normal,psychic,rock,steel","ground,poison","stark-mountain-area (diamond, pearl, platinum),sinnoh-route-227-area (diamond, pearl, platinum),johto-route-45-area (silver, crystal, soulsilver),hoenn-route-113-area (ruby, sapphire, emerald),sevault-canyon-area (firered),reversal-mountain-unknown-area-48 (black-2, white-2)",skarmory,flying
236,Tyrogue,fighting,"fairy,flying,psychic","bug,dark,rock",none,"sinnoh-route-208-area (diamond, pearl),sinnoh-route-211-west-towards-eterna-city (diamond, pearl, platinum),johto-route-34-area (crystal),mt-mortar-b1f (gold, silver, crystal, heartgold, soulsilver)",tyrogue,no-eggs
240,Magby,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"stark-mountain-area (diamond, pearl),stark-mountain-entrance (diamond, pearl),stark-mountain-inside (diamond, pearl),sinnoh-route-227-area (diamond, pearl),johto-route-34-area (crystal),virbank-complex-outer (black-2),virbank-complex-inner (black-2)",magby,no-eggs
237,Hitmontop,fighting,"fairy,flying,psychic","bug,dark,rock",none,,hitmontop,humanshape
234,Stantler,normal,fighting,none,ghost,"sinnoh-route-207-area (pearl, platinum),johto-route-36-area (gold, silver, heartgold, soulsilver),johto-route-37-area (gold, silver, crystal, heartgold, soulsilver),hoenn-safari-zone-expansion-south (emerald),hoenn-altering-cave-h (emerald),kanto-altering-cave-h (firered, leafgreen),abundant-shrine-area (black, white)",stantler,ground
238,Smoochum,"ice,psychic","bug,dark,fire,ghost,rock,steel","ice,psychic",none,"snowpoint-temple-1f (platinum),lake-acuity-area (diamond, pearl),johto-route-34-area (crystal)",smoochum,no-eggs
239,Elekid,electric,ground,"electric,flying,steel",none,"valley-windworks-area (diamond, pearl),sinnoh-route-205-south-towards-floaroma-town (diamond, pearl),johto-route-34-area (crystal),virbank-complex-outer (white-2),virbank-complex-inner (white-2)",elekid,no-eggs
244,Entei,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"roaming-kanto-area (firered, leafgreen),roaming-johto-area (gold, silver, crystal, heartgold, soulsilver)",entei,no-eggs
235,Smeargle,normal,fighting,none,ghost,"sinnoh-route-208-area (platinum),sinnoh-route-212-north-towards-hearthome-city (diamond, pearl, platinum),ruins-of-alph-outside (gold, silver, crystal, heartgold, soulsilver),artisan-cave-area (emerald),hoenn-altering-cave-i (emerald),kanto-altering-cave-i (firered, leafgreen),kalos-route-7-area (x, y)",smeargle,ground
243,Raikou,electric,ground,"electric,flying,steel",none,"roaming-kanto-area (firered, leafgreen),roaming-johto-area (gold, silver, crystal, heartgold, soulsilver)",raikou,no-eggs
241,Miltank,normal,fighting,none,ghost,"sinnoh-route-209-area (diamond, pearl),sinnoh-route-210-south-towards-solaceon-town (diamond, pearl, platinum),johto-route-38-area (gold, silver, crystal, heartgold, soulsilver),johto-route-39-area (gold, silver, crystal, heartgold, soulsilver),johto-route-47-area (heartgold, soulsilver),hoenn-safari-zone-expansion-north (emerald),kalos-route-12-area (x, y)",miltank,ground
242,Blissey,normal,fighting,none,ghost,,blissey,fairy
253,Grovyle,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,,grovyle,"monster,dragon"
245,Suicune,water,"electric,grass","fire,ice,steel,water",none,"roaming-kanto-area (firered, leafgreen),roaming-johto-area (gold, silver),bell-tower-1f (crystal)",suicune,no-eggs
249,Lugia,"psychic,flying","dark,electric,ghost,ice,rock","fighting,fighting,grass,psychic",ground,"whirl-islands-b2f (gold, silver, crystal),whirl-islands-b3f (heartgold, soulsilver),navel-rock-area (emerald, firered, leafgreen)",lugia,no-eggs
252,Treecko,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,"hoenn-route-101-area (ruby, sapphire, emerald, omega-ruby, alpha-sapphire),saffron-city-silph-co-7f (heartgold, soulsilver)",treecko,"monster,dragon"
251,Celebi,"psychic,grass","bug,bug,dark,fire,flying,ghost,ice,poison","electric,fighting,grass,ground,psychic,water",none,,celebi,no-eggs
248,Tyranitar,"rock,dark","bug,fairy,fighting,fighting,grass,ground,steel,water","dark,fire,flying,ghost,normal,poison",psychic,"unova-route-15-area (black, white, black-2, white-2)",tyranitar,monster
255,Torchic,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"hoenn-route-101-area (ruby, sapphire, emerald, omega-ruby, alpha-sapphire),saffron-city-silph-co-7f (heartgold, soulsilver)",torchic,ground
246,Larvitar,"rock,ground","fighting,grass,grass,ground,ice,steel,water,water","fire,flying,normal,poison,poison,rock",electric,"sinnoh-route-206-area (platinum),sinnoh-route-207-area (diamond),mt-silver-2f (gold, silver, crystal, heartgold, soulsilver),mt-silver-1f-top (heartgold, soulsilver),mt-silver-4f (heartgold, soulsilver),mt-silver-1f (gold, silver, crystal, heartgold, soulsilver),mt-silver-mountainside (heartgold, soulsilver),mt-silver-3f (heartgold, soulsilver),mt-silver-top (gold, silver, crystal, heartgold, soulsilver),sevault-canyon-area (firered, leafgreen)",larvitar,monster
257,Blaziken,"fire,fighting","flying,ground,psychic,water","bug,bug,dark,fire,grass,ice,steel",none,,blaziken,ground
256,Combusken,"fire,fighting","flying,ground,psychic,water","bug,bug,dark,fire,grass,ice,steel",none,,combusken,ground
254,Sceptile,grass,"bug,fire,flying,ice,poison","electric,grass,ground,water",none,,sceptile,"monster,dragon"
247,Pupitar,"rock,ground","fighting,grass,grass,ground,ice,steel,water,water","fire,flying,normal,poison,poison,rock",electric,"mt-silver-3f (heartgold, soulsilver),mt-silver-top (crystal),unova-route-15-area (black, white, black-2, white-2),kalos-route-18-area (y),terminus-cave-unknown-area-343 (y),terminus-cave-unknown-area-344 (y),terminus-cave-unknown-area-345 (y),terminus-cave-unknown-area-347 (y),terminus-cave-unknown-area-348 (y)",pupitar,monster
259,Marshtomp,"water,ground","grass,grass,water","fire,poison,rock,steel,water",electric,,marshtomp,"monster,water1"
262,Mightyena,dark,"bug,fairy,fighting","dark,ghost",psychic,"sinnoh-route-214-area (diamond),sinnoh-route-215-area (diamond),hoenn-route-120-area (emerald),hoenn-route-121-area (emerald),hoenn-route-123-area (emerald),kalos-route-15-area (x)",mightyena,ground
261,Poochyena,dark,"bug,fairy,fighting","dark,ghost",psychic,"sinnoh-route-214-area (platinum),kanto-route-1-area (heartgold, soulsilver),petalburg-woods-area (emerald),hoenn-route-101-area (ruby, sapphire, emerald),hoenn-route-102-area (ruby, sapphire, emerald),hoenn-route-103-area (ruby, sapphire, emerald),hoenn-route-104-area (emerald),hoenn-route-110-area (emerald),hoenn-route-116-area (emerald),hoenn-route-117-area (emerald),hoenn-route-120-area (emerald),hoenn-route-121-area (emerald),hoenn-route-123-area (emerald)",poochyena,ground
260,Swampert,"water,ground","grass,grass,water","fire,poison,rock,steel,water",electric,,swampert,"monster,water1"
266,Silcoon,bug,"fire,flying,rock","fighting,grass,ground",none,"eterna-forest-area (diamond, platinum),sinnoh-route-205-east-towards-eterna-city (platinum),petalburg-woods-area (ruby, sapphire, emerald)",silcoon,bug
268,Cascoon,bug,"fire,flying,rock","fighting,grass,ground",none,"eterna-forest-area (pearl, platinum),sinnoh-route-205-east-towards-eterna-city (platinum),petalburg-woods-area (ruby, sapphire, emerald)",cascoon,bug
258,Mudkip,water,"electric,grass","fire,ice,steel,water",none,"hoenn-route-101-area (ruby, sapphire, emerald, omega-ruby, alpha-sapphire),saffron-city-silph-co-7f (heartgold, soulsilver)",mudkip,"monster,water1"
264,Linoone,normal,fighting,none,ghost,"johto-route-30-area (heartgold, soulsilver),johto-route-31-area (heartgold, soulsilver),johto-route-32-area (heartgold, soulsilver),ruins-of-alph-outside (heartgold, soulsilver),johto-route-34-area (heartgold, soulsilver),johto-route-35-area (heartgold, soulsilver),johto-route-42-area (heartgold, soulsilver),johto-route-43-area (heartgold, soulsilver),johto-route-44-area (heartgold, soulsilver),johto-route-45-area (heartgold, soulsilver),johto-route-47-area (heartgold, soulsilver),mt-silver-outside (heartgold, soulsilver),kanto-route-26-area (heartgold, soulsilver),kanto-route-27-area (heartgold, soulsilver),kanto-route-28-area (heartgold, soulsilver),kanto-route-4-area (heartgold, soulsilver),kanto-route-6-area (heartgold, soulsilver),kanto-route-9-area (heartgold, soulsilver),kanto-route-10-area (heartgold, soulsilver),kanto-route-13-area (heartgold, soulsilver),kanto-sea-route-21-area (heartgold, soulsilver),kanto-route-22-area (heartgold, soulsilver),kanto-route-24-area (heartgold, soulsilver),kanto-route-25-area (heartgold, soulsilver),hoenn-route-118-area (ruby, sapphire, emerald),hoenn-route-119-area (ruby, sapphire, emerald),hoenn-route-120-area (ruby, sapphire),hoenn-route-121-area (ruby, sapphire),hoenn-route-123-area (ruby, sapphire)",linoone,ground
